image_path,caption,width,height,similarity,punsafe,pwatermark,aesthetic_score,clipscore
data/laion_aesthetic_subset\004423.jpg,"too Oriental looking with the building in there, but love the style [Yuhan Ito - Lantern in Pond]",236.0,352.0,0.3400142788887024,8.531870321348833e-07,0.3653996288776397,6.749708652496338,0.3197838
data/laion_aesthetic_subset\004425.jpg,Charlize Theron on the red carpet at the Oscars 2013.,1993.0,3000.0,0.3470067977905273,0.9826794862747192,0.0394491925835609,6.721881866455078,0.33344772
data/laion_aesthetic_subset\004427.jpg,Mexican Pottery Painting - Mexican Pottery Still Life by Marilyn Smith,713.0,900.0,0.3659991025924682,1.01270117625063e-07,0.6656941175460815,6.7334065437316895,0.3606733
data/laion_aesthetic_subset\004430.jpg,Peder Severin Kroyer - Marie in the Garden,236.0,283.0,0.310334175825119,8.599168722867034e-06,0.0355160683393478,6.983444213867188,0.34891552
data/laion_aesthetic_subset\004444.jpg,The Bakery - 1000 Pieces,1024.0,823.0,0.3292791545391083,0.0002740919589996,0.0727872550487518,6.512387752532959,0.32599372
data/laion_aesthetic_subset\004445.jpg,Most Rated Titles With Sidney Poitier - IMDb,1243.0,1600.0,0.3281311094760895,7.23719786037691e-05,0.102092906832695,6.504159927368164,0.3326778
data/laion_aesthetic_subset\004447.jpg,Goddess in green: Diana Ross' daughter Tracee Ellis posed in a beautiful emerald halterneck gown,634.0,951.0,0.3291221857070923,0.735521137714386,0.0518508590757846,6.520832538604736,0.3430516
data/laion_aesthetic_subset\004448.jpg,Summer In Hatcher Pass Painting,900.0,706.0,0.3320059478282928,8.736155336919182e-07,0.0638592019677162,6.689724922180176,0.33641225
data/laion_aesthetic_subset\004452.jpg,New Zealand: Top 8 Things to do in Milford Sound,280.0,180.0,0.3223029971122741,2.6587194952298887e-05,0.2840709388256073,6.567061424255371,0.3195831
data/laion_aesthetic_subset\004461.jpg,Gavril Kondratenko - Moonrise over the lake,1024.0,669.0,0.3208825886249542,3.585586227927706e-06,0.0963108018040657,6.63158130645752,0.33763635
data/laion_aesthetic_subset\004469.jpg,"Adam Crews Imagery, Adam Crews, Adam Crews Photography, Sunrise, Mist, Mountains, Lofoten Islands, Norway, Europe",980.0,319.0,0.3514266312122345,2.839603041593364e-07,0.6519545316696167,6.695704460144043,0.34045297
data/laion_aesthetic_subset\004472.jpg,"The River Teza flows, Yuri Kudrin",749.0,720.0,0.3453840017318725,1.518489807494916e-05,0.1142645850777626,6.552047252655029,0.3270297
data/laion_aesthetic_subset\004477.jpg,"Nikon D700. Long Exposure. In Construction, Edifice, Pier, pontoon. Breakwater, photography by Gavin Dunbar. Image #398275",697.0,697.0,0.3049804270267486,2.202890755143017e-05,0.0449906401336193,6.78635311126709,0.3330054
data/laion_aesthetic_subset\004480.jpg,The Great Salt Flat of Uyuni and its Surroundings,1600.0,1068.0,0.3366211950778961,7.619810639880598e-05,0.1249332278966903,6.5783281326293945,0.32264414
data/laion_aesthetic_subset\004485.jpg,"Louis Apol | A creek in a winter forest, oil on canvas, 45.3 x 61.2 cm, signed l.l.",640.0,441.0,0.3160477876663208,4.916431635137997e-07,0.1349875479936599,6.766053199768066,0.33395725
data/laion_aesthetic_subset\004488.jpg,"Sunset at Mueller Glacier Aoraki Mt Cook National Park, South  Фото со стока",450.0,299.0,0.3003482222557068,2.4417031454504468e-05,0.0801300853490829,6.56135368347168,0.3467945
data/laion_aesthetic_subset\004492.jpg,Kirsty Wither | (03) The Cold Light of Night,736.0,735.0,0.355864942073822,2.576397037046263e-06,0.7889861464500427,6.545166015625,0.34473145
data/laion_aesthetic_subset\004493.jpg,milky-way-on-the-night-sky_hd.jpg,1920.0,1080.0,0.3086722493171692,4.590226581058232e-06,0.1785003542900085,6.645185470581055,0.32835495
data/laion_aesthetic_subset\004494.jpg,Illustratioin of a majestic mountains over the big forest. By Roberto Nieto - Syntetyc.com,800.0,1067.0,0.3511368632316589,6.409542947949376e-06,0.894358217716217,6.657932758331299,0.3203382
data/laion_aesthetic_subset\004495.jpg,Tokyo's old storefronts come alive in these gorgeous illustrations,2000.0,1338.0,0.4047692120075226,8.374289609491825e-05,0.0697644725441932,6.69578218460083,0.37506872
data/laion_aesthetic_subset\004499.jpg,Colin Campbell Cooper -  Hudson River Waterfront    (1921),235.0,300.0,0.3472152948379516,1.0412314850327675e-06,0.0782805904746055,6.542348861694336,0.338871
data/laion_aesthetic_subset\004507.jpg,Poster The Great Wall Of China - Sunset,349.0,233.0,0.3302100598812103,1.8862350771087225e-05,0.0673477798700332,6.561865329742432,0.3529596
data/laion_aesthetic_subset\004510.jpg,Cows At The Watering Hole Painting by Julien Dupre,900.0,739.0,0.3381124436855316,3.90883615182247e-05,0.0696309432387352,6.765192985534668,0.34777242
data/laion_aesthetic_subset\004513.jpg,50+ Mesmerizing Hyper Realistic Women Paintings by 安静(An Jing),600.0,831.0,0.325329452753067,0.0005328953266143,0.3238551318645477,7.039196968078613,0.33745578
data/laion_aesthetic_subset\004514.jpg,"Love the fresh, luminous quality of Tom Schaller's watercolors.",343.0,500.0,0.3673310875892639,7.2969510256371e-07,0.5206946134567261,7.322455406188965,0.3309304
data/laion_aesthetic_subset\004518.jpg,I Explore And Capture The Quiet Side Of City Life In The Narrow Streets Of South Asia,880.0,1363.0,0.3225966989994049,0.0003215968608856,0.0369802452623844,6.570839405059815,0.3179608
data/laion_aesthetic_subset\004522.jpg,"Lana Turner, who was discovered at the Hollywood drugstore Schwab's, is not even as hot as our commenters.",250.0,300.0,0.3276951313018799,0.0089976489543914,0.2112176567316055,6.635334491729736,0.33049572
data/laion_aesthetic_subset\004526.jpg,"George Dunlop Leslie, RA (British 1835-1921) The goldfish seller 75.5 x 111 cm. (29 3/4 x 43 1/2 in.)",960.0,480.0,0.3606647551059723,5.923887874814682e-05,0.0032701261807233,6.520803451538086,0.33211258
data/laion_aesthetic_subset\004528.jpg,Geisha Tattoo Wallpaper | modern geisha wallpaper 1034089,474.0,296.0,0.3580604195594787,0.0098137855529785,0.1473667919635772,6.763645648956299,0.3632118
data/laion_aesthetic_subset\004530.jpg,"""""""The Breeze"""" - Wai Ming, b. 1938 {figurative artist pretty female head Asian girl face portrait painting} Innocent !!""",235.0,313.0,0.336997777223587,1.678887929301709e-05,0.4298576116561889,6.658289909362793,0.3291135
data/laion_aesthetic_subset\004532.jpg,Portrait of Claude Debussy,307.0,425.0,0.3551556766033172,1.2583808484123438e-06,0.3766227066516876,6.53437614440918,0.34956706
data/laion_aesthetic_subset\004533.jpg,"One of the most photographed locations in Canada, Moraine lake , is arguably one of the  world's most beautiful glacier-fed...",1067.0,1600.0,0.3194097280502319,4.927704594592797e-06,0.2257200330495834,6.5977396965026855,0.31951463
data/laion_aesthetic_subset\004534.jpg,Frontal Portrait of Snow Leopard Against Black Background,360.0,450.0,0.3349090218544006,6.285034760367125e-05,0.0085050361230969,6.55789041519165,0.3316884
data/laion_aesthetic_subset\004535.jpg,"""""""Harpeth River Reflections""""  by Kathleen Hudson""",480.0,480.0,0.358103334903717,4.3110514980071457e-07,0.2518352270126343,6.617434024810791,0.3598562
data/laion_aesthetic_subset\004536.jpg,vibrant colors: Gorgeous afro american ethnic girl with turban on her head on yellow background in studio photo. Beauty and culture,300.0,450.0,0.3306631445884704,0.1434420943260193,1.0,6.602609157562256,0.35698926
data/laion_aesthetic_subset\004539.jpg,-empress-elisabeth-of-austria-in-courtly-gala-dress-with-diamond-stars-workshop-of-franz-xaver-winterhalter,238.0,300.0,0.3132346570491791,9.596607014827896e-06,0.4005565047264099,6.575989246368408,0.31806782
data/laion_aesthetic_subset\004540.jpg,"Eggarden Hill, Dorset, watercolour, painting",860.0,664.0,0.350288987159729,4.181563610927697e-07,0.6718295812606812,6.784064769744873,0.32709834
data/laion_aesthetic_subset\004541.jpg,David Daase Sunset On Mount Robson,800.0,401.0,0.3287757933139801,7.312691650440684e-06,0.2016858160495758,6.791956901550293,0.32643247
data/laion_aesthetic_subset\004548.jpg,Alfred Guillou (1844-1926) The Fishing Nets,1100.0,872.0,0.3194824159145355,3.3534747672092635e-06,0.1099840030074119,6.661406517028809,0.32335073
data/laion_aesthetic_subset\004550.jpg,Female dancer leaping into the air in a darkened forest  © Cultura RM / Masterfile,1500.0,1140.0,0.3326793611049652,0.0014397203922271,0.1956754773855209,6.713364601135254,0.32218975
data/laion_aesthetic_subset\004551.jpg,Girl with Hat by Libby  Cagle,319.0,350.0,0.3140228986740112,2.674520828804816e-06,0.2593036890029907,6.50984525680542,0.31870797
data/laion_aesthetic_subset\004556.jpg,Traditional Dutch-style Still Life (memoryweaver) Tags: memoryweaver tabletop fruit plums plate candlestick affinityphoto painting candlelight candle pewter texture texturised stilllife oldmaster dutch,240.0,180.0,0.3428437113761902,4.438100859260885e-06,0.1738604307174682,6.504926681518555,0.3291768
data/laion_aesthetic_subset\004566.jpg,orange dome tent on green water near mountain during night time,1000.0,1499.0,0.3594403564929962,9.377302194479852e-05,0.4109963774681091,6.583050727844238,0.35390326
data/laion_aesthetic_subset\004569.jpg,"An abandoned railway bridge in Springfield, New Jersey - absolutely love this shot - cries out to a better time, when trains rumbled along its rails.....",736.0,1104.0,0.3180643916130066,1.4006025139678968e-06,0.0609720982611179,6.567007541656494,0.33680603
data/laion_aesthetic_subset\004572.jpg,"Katsushika Hokusai, 'Wondrous Views of Famous Bridges in All the Provinces: Fukui Bridge in Echizen Province', ca. 1834",400.0,270.0,0.3133555054664612,4.257963155396283e-05,0.3676198422908783,6.542119026184082,0.34238636
data/laion_aesthetic_subset\004573.jpg,red wolf painting winter,1420.0,1107.0,0.3623707592487335,1.4651992614744811e-06,0.0594055168330669,6.910506248474121,0.33594427
data/laion_aesthetic_subset\004574.jpg,"'Icebound' by Kristina Gehrmann   [Image Description: In the pearlescent light of sunset, two 19th century ships (the HMS Terror and HMS Erebus) sail through arctic seas. The leading ship passes through a narrow archway of floating ice. At this hour, the sea and sky are almost indistinguishable in the coloration, for the stars sparkle in both.]",531.0,751.0,0.3344524800777435,0.001684159040451,0.3440020084381103,6.730063438415527,0.35503435
data/laion_aesthetic_subset\004575.jpg,Grace Kelly,300.0,433.0,0.3527964055538177,0.0009119510650634,,6.533586502075195,0.3464644
data/laion_aesthetic_subset\004576.jpg,"The lonesome tree, Sassolungo, Dolomites, Italia",500.0,281.0,0.3502424359321594,1.0371019243393675e-06,0.2197740077972412,6.986276626586914,0.33432168
data/laion_aesthetic_subset\004579.jpg,Art Prints of A Street in Venice by John Singer Sargent,494.0,659.0,0.313554972410202,1.2465802683436776e-05,0.026205874979496,6.937524318695068,0.3282115
data/laion_aesthetic_subset\004583.jpg,B.C. Coast Sunset<Br>22 x 28<Br>Oil on Canvas<Br>$ 3675,1000.0,781.0,0.3200047612190246,1.6351877718534524e-07,0.1390274763107299,6.524073600769043,0.31811196
data/laion_aesthetic_subset\004586.jpg,Lunch Atop A Skyscraper 1932 by Charles C. Ebbets,500.0,360.0,0.3636404573917389,0.0004015862941741,0.8050438165664673,6.670924663543701,0.34731063
data/laion_aesthetic_subset\004595.jpg,Girl and Her Parrot No. 3,486.0,720.0,0.315855324268341,5.777105616289191e-05,0.6845630407333374,7.003182411193848,0.32216495
data/laion_aesthetic_subset\004598.jpg,Christina Hendricks,247.0,375.0,0.3355957567691803,0.9996932744979858,0.3657829165458679,6.551016330718994,0.32750005
data/laion_aesthetic_subset\004608.jpg,aggressively: young beautiful Japanese woman looking aggressively at camera and holding sword,450.0,300.0,0.3468742072582245,0.0213766992092132,0.5757700204849243,6.518545150756836,0.33373135
data/laion_aesthetic_subset\004609.jpg,"Christmas­Time, The Blodgett Family by Eastman Johnson",300.0,362.0,0.364595890045166,1.521930926173809e-06,0.0790865719318389,6.679348468780518,0.3425985
data/laion_aesthetic_subset\004620.jpg,"""""""""""""""Girl with a watermelon"""""""" (oil on canvas) by Tatiana Juice""""""",423.0,600.0,0.3406649231910705,0.0001372396945953,0.0837509110569953,6.737428665161133,0.33759502
data/laion_aesthetic_subset\004621.jpg,"""Wonderful tutorial.  """"Painting a Mountain Landscape - watercolor demonstration.""""  on ArtGraphica""",398.0,300.0,0.3157159090042114,3.074187020501995e-07,0.4520840048789978,6.73778247833252,0.3214118
data/laion_aesthetic_subset\004624.jpg,Diamond embroidery Bridges forest Diamond painting Yellow plant cross stitch Square drill Mosaic picture,800.0,639.0,0.3149401843547821,2.7284625048196176e-06,0.760546088218689,6.51450777053833,0.31974643
data/laion_aesthetic_subset\004629.jpg,"Lake Bled with St Marys church on the small island and stunning sunset,Bled,Slovenia,Europe",450.0,300.0,0.3623493313789367,0.000193566083908,0.2376176863908767,6.604867458343506,0.34693322
data/laion_aesthetic_subset\004630.jpg,"Milky Way (Washington Pass Overlook, WA)",500.0,267.0,0.3194784224033355,4.047173206345178e-06,0.1351856589317321,6.553433418273926,0.3201459
data/laion_aesthetic_subset\004631.jpg,"cerro torre: Cerro Torre, Los Glaciares National Park. Reflection of mountains in the lake at sunset.",450.0,300.0,0.3452131450176239,3.706326424435247e-06,0.2378192394971847,6.6926589012146,0.35286555
data/laion_aesthetic_subset\004635.jpg,"""Pienza Italia, 9 x 12"""", Watercolor, © Cindy Wheeler""",550.0,421.0,0.3474305272102356,8.726534161951349e-08,0.5246371030807495,7.083719253540039,0.3228742
data/laion_aesthetic_subset\004639.jpg,Edmund Blair Leighton_a picnic party,742.0,502.0,0.3817503154277801,2.277284238516586e-06,0.1666394174098968,6.940291881561279,0.40834796
data/laion_aesthetic_subset\004642.jpg,"""""""Mr. Robin"""" original fine art by Krista Eaton""",499.0,484.0,0.3613605797290802,8.436935559075209e-07,0.1785347908735275,6.526687145233154,0.34349906
data/laion_aesthetic_subset\004647.jpg,"Picture winter, road, forest, the sky, clouds, snow, trees, sunset, mountains, traces, nature, tree, Norway",596.0,380.0,0.3263418078422546,1.2694175893557258e-05,0.0448117218911647,6.6038007736206055,0.3293211
data/laion_aesthetic_subset\004649.jpg,Trees Painting - Landscape With Oaks by Alexandre Calame,710.0,900.0,0.3065926134586334,2.054958486041869e-06,0.1301335096359253,6.785567760467529,0.32804716
data/laion_aesthetic_subset\004650.jpg,Megan Fox. Stunning. Reminds me of Scarlett O'Hara in this photo.,500.0,676.0,0.3542097508907318,0.8689883947372437,0.2874209284782409,6.683311462402344,0.34194604
data/laion_aesthetic_subset\004653.jpg,GOLDEN HONG KONG MORNING - ANDY YEUNG - Photographie,500.0,333.0,0.34956094622612,1.919190435728524e-05,0.0291401520371437,6.762092113494873,0.33343664
data/laion_aesthetic_subset\004658.jpg,Demelza (Eleanor Tomlinson) red dress portrait,800.0,1069.0,0.3656697273254394,0.0154566168785095,0.1382068395614624,6.522261142730713,0.3430059
data/laion_aesthetic_subset\004674.jpg,"Beautiful girl wearing japanese traditional kimono at row of yellow ginkgo tree in autumn. Autumn park in Tokyo, Japan.",541.0,360.0,0.3245075643062591,5.62532695767004e-05,0.1578220725059509,6.696046829223633,0.32171544
data/laion_aesthetic_subset\004678.jpg,"Winter scene at Lake Abraham, Kootenay Plains, Alberta, Canadian Rockies, Canada, North America",668.0,1000.0,0.3349086046218872,4.9333211791235954e-05,0.2165995091199875,6.611221790313721,0.3273082
data/laion_aesthetic_subset\004679.jpg,Swedish-Israeli NASA Astronaut Jessica Meir Gets Ready for her 1st Trip into Space,400.0,267.0,0.3345504701137543,0.001707911491394,0.269107848405838,6.527885913848877,0.33006692
data/laion_aesthetic_subset\004682.jpg,"A patch of Blue - Painting of Virgin River in Zion Canyon , original Watercolor Painting of Zion National Park by Roland Lee - Watercolor Paintings by Roland Lee",236.0,324.0,0.3798915445804596,2.8772240057151066e-07,0.0986112877726554,6.793933868408203,0.37140536
data/laion_aesthetic_subset\004685.jpg,George Blagden plays King Louis XIV in Versailles,620.0,413.0,0.3185211420059204,0.0002200603485107,0.2539020478725433,6.728947639465332,0.3209079
data/laion_aesthetic_subset\004688.jpg,Amelia Earhart was the first female aviator to fly non-stop across the United States.,650.0,366.0,0.3627824187278747,0.0007237792015075,0.2496838420629501,6.527951240539551,0.36185774
data/laion_aesthetic_subset\004691.jpg,"Aluminium Prints Castle Beautiful spring panorama view of the Corvin Castle, also known as Hunyad Castle or Hunedoara Castle is a Gothic-Renaissance castle in Hunedoara, in the region of Transylvania, Romania at sunset",486.0,240.0,0.3256339728832245,2.1275638573570177e-05,0.098121553659439,6.510247707366943,0.3348415
data/laion_aesthetic_subset\004693.jpg,"Aurora. Northern lights in Lofoten islands, Norway. Sky with polar lights, stars. Night winter landscape with aurora, sea with sky reflection, stones, sandy beach and mountains. Green aurora borealis",250.0,247.0,0.3057318031787872,2.883239540096838e-05,0.5184385180473328,6.644816875457764,0.31952304
data/laion_aesthetic_subset\004696.jpg,Winter Sunset Scene With Church Graveyard,529.0,368.0,0.3407094776630401,3.962071332352934e-06,0.0692771077156066,6.675629138946533,0.3344059
data/laion_aesthetic_subset\004697.jpg,"Portrait of the Chairman of the Azov-Don Commercial Bank in St. Petersburg, A.B. Nenttsel, 1908  Ilya Repin",493.0,800.0,0.3279542624950409,5.107353331368358e-07,0.1796682029962539,6.685559749603272,0.31808487
data/laion_aesthetic_subset\004701.jpg,Oil painting of Santa Rosa landscape with colorful mountains and palm trees by contemporary artist Erin Hanson,342.0,249.0,0.3873632252216339,1.968776501826142e-07,0.1943093836307525,6.614258766174316,0.38147604
data/laion_aesthetic_subset\004702.jpg,redhead girl   ballpoint pen by vianaarts Hyperrealistic Still Life Paintings by Roberto Bernardi,800.0,710.0,0.3715742230415344,0.0003420114517211,0.1999707967042923,6.657254219055176,0.33500692
data/laion_aesthetic_subset\004706.jpg,Convict Lake Sunset,399.0,267.0,0.3337755799293518,2.6622484483596054e-07,0.4317671060562134,6.767168521881104,0.33798516
data/laion_aesthetic_subset\004710.jpg,"""""""""""""""La leçon de chant"""""""" (By the Piano) by Delphin Enjolras Oil on canvas. European Paintings, Classic Paintings, Beautiful Paintings, Vintage Paintings, Charles Edward, Music Painting, Singing Lessons, Delphine, Impressionism""""""",236.0,191.0,0.3698842227458954,2.1612318050756585e-06,0.1049388870596885,6.66245698928833,0.33411083
data/laion_aesthetic_subset\004711.jpg,Tattoo Girl Wallpapers Top Free Tattoo Girl Backgrounds,3840.0,2160.0,0.3308964371681213,0.0646142065525055,0.454508364200592,6.523882865905762,0.3272975
data/laion_aesthetic_subset\004712.jpg,Golden Globes Dresses 2016 | Video,300.0,300.0,0.3087173104286194,0.962128520011902,0.0860175341367721,6.645732879638672,0.3440431
data/laion_aesthetic_subset\004713.jpg,daniel_ridgway_knight_a2780_coming_home_from_market_small.jpg,250.0,312.0,0.379487544298172,0.0001306235790252,0.07157813757658,7.080501556396484,0.36024413
data/laion_aesthetic_subset\004715.jpg,"DIY 5D Diamond Painting by Number Kits, painting Cross Stitch Crystal Rhinestone Embroidery Pictures Arts Craft Full Drill for Home Wall Decor Gift Landscape tree flower (xzhs16-16x12in)",500.0,333.0,0.2990458011627197,9.831944225879852e-06,0.2475085109472274,6.586899757385254,0.32422173
data/laion_aesthetic_subset\004719.jpg,"Paul Himmel: Brooklyn Bridge View, 1950.",1023.0,603.0,0.3519620299339294,1.1984930097241886e-05,0.2418509125709533,6.630051136016846,0.34688142
data/laion_aesthetic_subset\004720.jpg,Goldfinch,320.0,284.0,0.3530468046665191,1.3337825066628284e-08,0.5684471130371094,6.526492595672607,0.35745734
data/laion_aesthetic_subset\004738.jpg,"""African Landscape Sunset Painting: """"Setting Sun"""". $225.00, via Etsy.""",735.0,586.0,0.3750989139080047,4.419234755914658e-06,0.117308534681797,6.593133926391602,0.35725123
data/laion_aesthetic_subset\004741.jpg,"Gary Hart Photography: Sunset Reflection, Lake Matheson, New Zealand",465.0,310.0,0.3576565682888031,6.250756541703595e-06,0.652627170085907,6.887195587158203,0.36217716
data/laion_aesthetic_subset\004742.jpg,Girl on a Truck by Ned Shuchter,350.0,350.0,0.349686712026596,8.434229130216409e-06,0.1571813821792602,6.605513095855713,0.34110734
data/laion_aesthetic_subset\004744.jpg,"Woman Dress Flying Fabric, Beautiful Fashion Model in Purple Gown on White",450.0,347.0,0.3555524051189422,0.8759682774543762,0.0307391863316297,6.5717620849609375,0.35731778
data/laion_aesthetic_subset\004748.jpg,"Sunrise, Grandview Point, Grand Canyon",450.0,299.0,0.3392058610916137,7.802383379384992e-07,0.210070714354515,6.67738676071167,0.33586234
data/laion_aesthetic_subset\004754.jpg,Space Frog by Naphanyah,802.0,997.0,0.3252157568931579,0.0001092034144676,0.5303090214729309,6.533926486968994,0.32280114
data/laion_aesthetic_subset\004757.jpg,green kitchen cabinets design for small space 20 gorgeous cabinet ideas image source bhg,550.0,733.0,0.3714628219604492,8.230585081037134e-05,0.0730586126446724,6.573031425476074,0.34866652
data/laion_aesthetic_subset\004760.jpg,"Always Watchful, Crow Warrior by James Ayers",581.0,800.0,0.315909206867218,2.1170258150959853e-06,0.169743537902832,6.621652126312256,0.33629334
data/laion_aesthetic_subset\004764.jpg,"Cuadros en Lienzo The Gardens of Paris, or The Beauties of the Night, 1905",294.0,350.0,0.3104876279830932,5.066624453320401e-06,0.0344471260905265,6.652010917663574,0.31949794
data/laion_aesthetic_subset\004774.jpg,Mount Rundle Sunset in Vermillion Lakes,500.0,375.0,0.3405926823616028,1.3983701308006857e-07,0.1251174658536911,6.834129810333252,0.34842715
data/laion_aesthetic_subset\004798.jpg,umaid bhawan palace prewedding shoot,800.0,533.0,0.3355455100536346,0.0039516389369964,0.1912368834018707,6.557910442352295,0.31866392
data/laion_aesthetic_subset\004799.jpg,digital painting of people walking in the market at night,450.0,300.0,0.3048697412014007,4.109701694687829e-05,0.0696208998560905,6.767021179199219,0.32778442
data/laion_aesthetic_subset\004805.jpg,Valentin Gubarev's Oil Painting. Angels love sausage,400.0,316.0,0.3218796551227569,0.0001137486833613,0.0754133462905883,6.561831474304199,0.341318
data/laion_aesthetic_subset\004810.jpg,"Paintings of Classical young women of Tamil Nadu, India",720.0,720.0,0.3344453275203705,0.001111626625061,0.1215326488018035,6.752067565917969,0.32896763
data/laion_aesthetic_subset\004814.jpg,The Athenaeum - Lady with a Bouquet (Charles Courtney Curran - No dates listed),236.0,321.0,0.356304258108139,1.7812606529332697e-05,0.0260089170187711,6.71258020401001,0.3272409
data/laion_aesthetic_subset\004816.jpg,Bb King Painting  - Bb King Fine Art Print,449.0,900.0,0.3679933845996856,1.453455979572027e-06,0.1097436621785163,6.660364627838135,0.35548633
data/laion_aesthetic_subset\004824.jpg,"February dawn Winnats Pass, Peak District - Peak District & surrounding area",800.0,800.0,0.3197875320911407,1.3143051546649076e-05,0.0770372524857521,6.77216911315918,0.32645246
data/laion_aesthetic_subset\004828.jpg,One-tier Chapel Bridal Veils With Faux Pearl,237.0,320.0,0.3571968674659729,0.0472405850887298,0.4333268702030182,6.509747505187988,0.34507912
data/laion_aesthetic_subset\004829.jpg,"El Capitan at night Yosemite National Park, California El Capitan的夜晚 約塞米蒂國家公園,加州",200.0,300.0,0.3075006604194641,1.4602708233724115e-06,0.0630155056715011,6.541205883026123,0.3390087
data/laion_aesthetic_subset\004835.jpg,"Картинка fantasy, forest, river, trees, landscape, water, rocks, houses, waterfall, digital art, waterfalls, artwork, Village, fantasy ...",596.0,380.0,0.3206263482570648,0.0007513463497161,0.0483110770583152,7.141558170318604,0.32909063
data/laion_aesthetic_subset\004841.jpg,"Usa, California, San Bernardino, Baseball Player Making Leaping Catch At Wall Print by Donald Miralle",600.0,400.0,0.3398585915565491,0.0004541277885437,0.1265306919813156,6.563604831695557,0.3474363
data/laion_aesthetic_subset\004842.jpg,St. Jerome In His Study  Painting,571.0,900.0,0.3119272589683532,3.952276529162191e-05,0.0768953189253807,6.548593044281006,0.32464018
data/laion_aesthetic_subset\004843.jpg,A Windsor Night by Dave Rheaume,522.0,350.0,0.3295012414455414,4.514229203778086e-06,0.089124821126461,6.648927688598633,0.34501708
data/laion_aesthetic_subset\004847.jpg,"Eastatoe Falls by Mark Turnau - Landscapes Waterscapes ( waterscape, time exposure, waterfall, tripod, landscape, rocks, light, sun rays )",270.0,270.0,0.3433918058872223,3.0564631742890924e-05,0.262276828289032,6.883512496948242,0.34216708
data/laion_aesthetic_subset\004849.jpg,detail of impressionist painting depicting rowboat on river,860.0,645.0,0.3228409588336944,2.6644201511771826e-07,0.0716487988829612,6.524806499481201,0.33943447
data/laion_aesthetic_subset\004853.jpg,Golden Buttermere - Lake District Canvas,835.0,334.0,0.337680459022522,1.7724228200677317e-06,0.420531690120697,6.823975563049316,0.32851493
data/laion_aesthetic_subset\004855.jpg,Art Prints of French Village by Colin Campbell Cooper,500.0,428.0,0.3620592355728149,5.114996497468383e-07,0.0327748022973537,6.696077346801758,0.35805404
data/laion_aesthetic_subset\004861.jpg,cardinal_tilenti_watercolor _painting,207.0,300.0,0.355469673871994,1.1344646111410841e-07,0.399858146905899,6.625766277313232,0.34125713
data/laion_aesthetic_subset\004862.jpg,Amy Adams | Mark Seliger's Vanity Fair Oscar Party Portrait Studio,236.0,314.0,0.352171391248703,0.9885420799255372,0.2659958004951477,6.642868518829346,0.34558544
data/laion_aesthetic_subset\004866.jpg,"Abandoned House In Rural Iceland, Snaefellsness Peninsula, Iceland",370.0,247.0,0.3254254758358001,1.593423803569749e-06,0.1333752870559692,6.683822154998779,0.31924698
data/laion_aesthetic_subset\004871.jpg,Brown cows in the Alpine meadow high in the mountains Stock Photo,450.0,299.0,0.3480047881603241,0.0001691281795501,0.0548884272575378,6.52574634552002,0.3278568
data/laion_aesthetic_subset\004879.jpg,Brooding Cityscapes Painted with Oils by Jeremy Mann urban painting,640.0,645.0,0.3786913752555847,9.846334023677628e-07,0.0553742013871669,6.91261100769043,0.34664172
data/laion_aesthetic_subset\004881.jpg,"Una Merkel, Ruby Keeler, and Ginger Rogers in 42nd Street",752.0,599.0,0.3515866994857788,0.0004878044128417,,6.549919605255127,0.34788954
data/laion_aesthetic_subset\004887.jpg,Mountain Light (Surreal McCoy (Alvin Brown)) Tags: light mountain lake canada alberta banff morainelake,240.0,183.0,0.3242031931877136,3.666662450996228e-06,0.0465667136013507,6.534675598144531,0.33035296
data/laion_aesthetic_subset\004890.jpg,Portrait of Frederic Chopin,634.0,845.0,0.3682882487773895,5.470378141581023e-07,0.0958410650491714,6.521618843078613,0.33121046
data/laion_aesthetic_subset\004895.jpg,"Phoenix Pavilion of the Byodoin Temple in Kyoto, Japan Editorial",450.0,300.0,0.3154877722263336,9.6952062449418e-05,0.0801454037427902,6.582455158233643,0.3192995
data/laion_aesthetic_subset\004899.jpg,"19th century English Victorian landscape with cottage and figure, horse and cart For Sale 1",768.0,426.0,0.33531054854393,7.427116770486464e-07,0.298679381608963,6.554982662200928,0.32942507
data/laion_aesthetic_subset\004901.jpg,Milky Way over Moulton Barn,600.0,400.0,0.3220478892326355,4.38514725829009e-05,0.4661535918712616,6.510158538818359,0.32484296
data/laion_aesthetic_subset\004906.jpg,"Black sand dunes on the Stokksnes headland on southeastern Icelandic coast with Vestrahorn (Batman Mountain). Colorful summer morning Iceland, Europe. Beauty of nature concept background.",450.0,245.0,0.3649294376373291,2.003486542889732e-06,0.0853397995233535,6.79157304763794,0.33800265
data/laion_aesthetic_subset\004907.jpg,Nice woman mechanic holding wrench. Girl weared in yellow work overalls and grey uplift standing over the factory,300.0,450.0,0.3280588984489441,0.996439814567566,0.0639286860823631,6.659359455108643,0.3354533
data/laion_aesthetic_subset\004909.jpg,"Emerald Lake Lodge in Banff, Canada during winter with snow and mountains at night with starry sky by David Chang",400.0,267.0,0.3914579153060913,3.752147449631593e-06,0.4213543832302093,6.570709705352783,0.38298678
